Printf-style format strings should be used correctly;Code Smell;Source files should not have any duplicated blocks;Code Smell;1
Strings should not be concatenated using '+' in a loop;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Generic wildcard types should not be used in return parameters;Code Smell;Insufficient Modularization;Design Smell;1
StandardCharsets constants should be preferred;Code Smell;Utility classes should not have public constructors;Code Smell;1
Deficient Encapsulation;Design Smell;Using regular expressions is security-sensitive;Code Smell;1
Loops should not contain more than a single break or continue statement;Code Smell;Subclasses that add fields should override equals;Code Smell;1
Anonymous inner classes containing only one method should become lambdas;Code Smell;Class names should comply with a naming convention;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;ThreadLocal.withInitial should be preferred;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Throwable and Error should not be caught;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Unused local variables should be removed;Code Smell;1
Inheritance tree of classes should not be too deep;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Resources should be closed;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;1
Methods should not be empty;Code Smell;switch statements should have default clauses;Code Smell;1
Modifiers should be declared in the correct order;Code Smell;Utility classes should not have public constructors;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Boolean literals should not be redundant;Code Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Nullness of parameters should be guaranteed;Code Smell;Utility classes should not have public constructors;Code Smell;1
Synchronized classes Vector  Hashtable  Stack and StringBuffer should not be used;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Null pointers should not be dereferenced;Code Smell;switch statements should have at least 3 case clauses;Code Smell;1
Deprecated code should be removed;Code Smell;Unused private methods should be removed;Code Smell;1
Externalizable classes should have no-arguments constructors;Code Smell;Insufficient Modularization;Design Smell;1
Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;Generic exceptions should never be thrown;Code Smell;1
Assignments should not be redundant;Code Smell;Insufficient Modularization;Design Smell;1
Ternary operators should not be nested;Code Smell;static base class members should not be accessed via derived types;Code Smell;1
Classes that override clone should be Cloneable and call super.clone();Code Smell;Methods should not have too many parameters;Code Smell;1
Classes that override clone should be Cloneable and call super.clone();Code Smell;Subclasses that add fields should override equals;Code Smell;1
Iterator.next() methods should throw NoSuchElementException;Code Smell;Redundant pairs of parentheses should be removed;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Java 8 features should be preferred to Guava;Code Smell;1
Preconditions and logging arguments should not require evaluation;Code Smell;Ternary operators should not be nested;Code Smell;1
Catches should be combined;Code Smell;Fields in a Serializable class should either be transient or serializable;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;Local variables should not shadow class fields;Code Smell;1
Map.get and value test should be replaced with single method call;Code Smell;Method names should comply with a naming convention;Code Smell;1
Feature Concentration;Architectural Smell;Unused type parameters should be removed;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Jump statements should not be redundant;Code Smell;Sections of code should not be commented out;Code Smell;1
Subclasses that add fields should override equals;Code Smell;equals(Object obj) and hashCode() should be overridden in pairs;Code Smell;1
Getters and setters should access the expected fields;Code Smell;Methods should not have identical implementations;Code Smell;1
Java 8 features should be preferred to Guava;Code Smell;Try-catch blocks should not be nested;Code Smell;1
Conditionally executed blocks should be reachable;Code Smell;Printf-style format strings should be used correctly;Code Smell;1
Null checks should not be used with instanceof;Code Smell;Type parameter names should comply with a naming convention;Code Smell;1
Collection.isEmpty() should be used to test for emptiness;Code Smell;InterruptedException should not be ignored;Code Smell;1
Subclasses that add fields should override equals;Code Smell;clone should not be overridden;Code Smell;1
Modifiers should be declared in the correct order;Code Smell;Printf-style format strings should be used correctly;Code Smell;1
Catches should be combined;Code Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;1
Conditionally executed blocks should be reachable;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;Collapsible if statements should be merged;Code Smell;1
Two branches in a conditional structure should not have exactly the same implementation;Code Smell;Unutilized Abstraction;Design Smell;1
An iteration on a Collection should be performed on the type handled by the Collection;Code Smell;Anonymous inner classes containing only one method should become lambdas;Code Smell;1
Deficient Encapsulation;Design Smell;Method names should comply with a naming convention;Code Smell;1
Nested blocks of code should not be left empty;Code Smell;Track uses of TODO tags;Code Smell;1
Child class fields should not shadow parent class fields;Code Smell;Strings should not be concatenated using '+' in a loop;Code Smell;1
Abstract classes without fields should be converted to interfaces;Code Smell;Cognitive Complexity of methods should not be too high;Code Smell;1
Boolean literals should not be redundant;Code Smell;Collapsible if statements should be merged;Code Smell;1
Public constants and fields initialized at declaration should be static final rather than merely final;Code Smell;Track uses of TODO tags;Code Smell;1
Collapsible if statements should be merged;Code Smell;Jump statements should not be redundant;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Method names should comply with a naming convention;Code Smell;1
Class variable fields should not have public accessibility;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Generic wildcard types should not be used in return parameters;Code Smell;Utility classes should not have public constructors;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;public static fields should be constant;Code Smell;1
Type parameter names should comply with a naming convention;Code Smell;Unused private fields should be removed;Code Smell;1
Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;Method names should comply with a naming convention;Code Smell;1
Generic wildcard types should not be used in return parameters;Code Smell;Unnecessary imports should be removed;Code Smell;1
Abstract classes without fields should be converted to interfaces;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Deficient Encapsulation;Design Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Deprecated code should be removed;Code Smell;switch statements should have default clauses;Code Smell;1
Cyclically-dependent Modularization;Design Smell;Methods should not have identical implementations;Code Smell;1
Inheritance tree of classes should not be too deep;Code Smell;Unutilized Abstraction;Design Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Collapsible if statements should be merged;Code Smell;Printf-style format strings should be used correctly;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Utility classes should not have public constructors;Code Smell;1
Empty arrays and collections should be returned instead of null;Code Smell;Null pointers should not be dereferenced;Code Smell;1
Child class fields should not shadow parent class fields;Code Smell;Conditionally executed blocks should be reachable;Code Smell;1
Child class fields should not shadow parent class fields;Code Smell;switch statements should have default clauses;Code Smell;1
Assignments should not be redundant;Code Smell;Unnecessary imports should be removed;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Maps with keys that are enum values should be replaced with EnumMap;Code Smell;1
Nested blocks of code should not be left empty;Code Smell;Unused private fields should be removed;Code Smell;1
@Deprecated code should not be used;Code Smell;StandardCharsets constants should be preferred;Code Smell;1
Empty arrays and collections should be returned instead of null;Code Smell;Methods should not be empty;Code Smell;1
Local variable and method parameter names should comply with a naming convention;Code Smell;Ternary operators should not be nested;Code Smell;1
Arrays should not be copied using loops;Code Smell;Collection.isEmpty() should be used to test for emptiness;Code Smell;1
Arrays should not be copied using loops;Code Smell;Wide Hierarchy;Design Smell;1
Sections of code should not be commented out;Code Smell;Strings and Boxed types should be compared using equals();Code Smell;1
Ternary operators should not be nested;Code Smell;Utility classes should not have public constructors;Code Smell;1
Printf-style format strings should not lead to unexpected behavior at runtime;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Cyclically-dependent Modularization;Design Smell;private methods called only by inner classes should be moved to those classes;Code Smell;1
An iteration on a Collection should be performed on the type handled by the Collection;Code Smell;Collection.isEmpty() should be used to test for emptiness;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;write(byte[] int int) should be overridden;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Map.get and value test should be replaced with single method call;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Deficient Encapsulation;Design Smell;1
Null pointers should not be dereferenced;Code Smell;Type parameter names should comply with a naming convention;Code Smell;1
Child class fields should not shadow parent class fields;Code Smell;Empty arrays and collections should be returned instead of null;Code Smell;1
Conditionally executed blocks should be reachable;Code Smell;Java 8 features should be preferred to Guava;Code Smell;1
Null checks should not be used with instanceof;Code Smell;Track uses of TODO tags;Code Smell;1
Methods should not be empty;Code Smell;Unused private fields should be removed;Code Smell;1
Deficient Encapsulation;Design Smell;Java 8 features should be preferred to Guava;Code Smell;1
Dead stores should be removed;Code Smell;Map.get and value test should be replaced with single method call;Code Smell;1
Externalizable classes should have no-arguments constructors;Code Smell;Loops should not contain more than a single break or continue statement;Code Smell;1
Classes from sun.* packages should not be used;Code Smell;Cyclically-dependent Modularization;Design Smell;1
Preconditions and logging arguments should not require evaluation;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Hashing data is security-sensitive;Code Smell;Sections of code should not be commented out;Code Smell;1
Feature Concentration;Architectural Smell;Jump statements should not be redundant;Code Smell;1
Redundant casts should not be used;Code Smell;Unused method parameters should be removed;Code Smell;1
An iteration on a Collection should be performed on the type handled by the Collection;Code Smell;Sections of code should not be commented out;Code Smell;1
Boolean literals should not be redundant;Code Smell;Local variables should not shadow class fields;Code Smell;1
Field names should comply with a naming convention;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;1
Boolean literals should not be redundant;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Java 8 features should be preferred to Guava;Code Smell;Method names should comply with a naming convention;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Printf-style format strings should not lead to unexpected behavior at runtime;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Getters and setters should access the expected fields;Code Smell;1
Utility classes should not have public constructors;Code Smell;throws declarations should not be superfluous;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Methods should not have too many parameters;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Redundant casts should not be used;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Methods should not be empty;Code Smell;1
Catches should be combined;Code Smell;Conditionally executed blocks should be reachable;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Java 8 features should be preferred to Guava;Code Smell;1
Inheritance tree of classes should not be too deep;Code Smell;throws declarations should not be superfluous;Code Smell;1
Collapsible if statements should be merged;Code Smell;Cyclically-dependent Modularization;Design Smell;1
Classes from sun.* packages should not be used;Code Smell;String literals should not be duplicated;Code Smell;1
Deprecated code should be removed;Code Smell;String literals should not be duplicated;Code Smell;1
Broken Modularization;Design Smell;URIs should not be hardcoded;Code Smell;1
Feature Concentration;Architectural Smell;Standard outputs should not be used directly to log anything;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Unused private fields should be removed;Code Smell;1
Feature Concentration;Architectural Smell;Using command line arguments is security-sensitive;Code Smell;1
Boolean literals should not be redundant;Code Smell;Printf-style format strings should not lead to unexpected behavior at runtime;Code Smell;1
Class names should comply with a naming convention;Code Smell;Method names should comply with a naming convention;Code Smell;1
Class names should comply with a naming convention;Code Smell;Unnecessary imports should be removed;Code Smell;1
Boolean literals should not be redundant;Code Smell;Deprecated code should be removed;Code Smell;1
Collection.isEmpty() should be used to test for emptiness;Code Smell;Deficient Encapsulation;Design Smell;1
Unused private fields should be removed;Code Smell;switch statements should have default clauses;Code Smell;1
Classes should not be compared by name;Code Smell;Feature Concentration;Architectural Smell;1
Broken Hierarchy;Design Smell;Feature Envy;Design Smell;1
Deficient Encapsulation;Design Smell;toString() should never be called on a String object;Code Smell;1
Sections of code should not be commented out;Code Smell;Type parameter names should comply with a naming convention;Code Smell;1
Externalizable classes should have no-arguments constructors;Code Smell;Methods should not have too many parameters;Code Smell;1
Source files should not have any duplicated blocks;Code Smell;switch statements should have at least 3 case clauses;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;Deprecated code should be removed;Code Smell;1
Exceptions should be either logged or rethrown but not both;Code Smell;Utility classes should not have public constructors;Code Smell;1
Field names should comply with a naming convention;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Exceptions should be either logged or rethrown but not both;Code Smell;Inheritance tree of classes should not be too deep;Code Smell;1
Null checks should not be used with instanceof;Code Smell;Printf-style format strings should be used correctly;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Methods should not return constants;Code Smell;1
Arrays should not be copied using loops;Code Smell;Constant names should comply with a naming convention;Code Smell;1
Ternary operators should not be nested;Code Smell;Unused method parameters should be removed;Code Smell;1
Printf-style format strings should be used correctly;Code Smell;Wide Hierarchy;Design Smell;1
Generic exceptions should never be thrown;Code Smell;public static fields should be constant;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Hashing data is security-sensitive;Code Smell;1
Arrays should not be copied using loops;Code Smell;Sections of code should not be commented out;Code Smell;1
Java 8 features should be preferred to Guava;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Feature Concentration;Architectural Smell;Weak SSL protocols should not be used;Code Smell;1
Conditionally executed blocks should be reachable;Code Smell;Method names should comply with a naming convention;Code Smell;1
Deprecated elements should have both the annotation and the Javadoc tag;Code Smell;Source files should not have any duplicated blocks;Code Smell;1
Exceptions should be either logged or rethrown but not both;Code Smell;Nested blocks of code should not be left empty;Code Smell;1
Deficient Encapsulation;Design Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Feature Concentration;Architectural Smell;equals(Object obj) and hashCode() should be overridden in pairs;Code Smell;1
Fields in a Serializable class should either be transient or serializable;Code Smell;Overriding methods should do more than simply call the same method in the super class;Code Smell;1
Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;Unnecessary imports should be removed;Code Smell;1
Exceptions should be either logged or rethrown but not both;Code Smell;Unused method parameters should be removed;Code Smell;1
Local variable and method parameter names should comply with a naming convention;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Strings and Boxed types should be compared using equals();Code Smell;1
Multifaceted Abstraction;Design Smell;Mutable fields should not be public static;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Insufficient Modularization;Design Smell;1
Class variable fields should not have public accessibility;Code Smell;Collapsible if statements should be merged;Code Smell;1
Local variables should not shadow class fields;Code Smell;Subclasses that add fields should override equals;Code Smell;1
Null checks should not be used with instanceof;Code Smell;Unused private fields should be removed;Code Smell;1
Private fields only used as local variables in methods should become local variables;Code Smell;The diamond operator (<>) should be used;Code Smell;1
Feature Concentration;Architectural Smell;Redundant pairs of parentheses should be removed;Code Smell;1
Boolean literals should not be redundant;Code Smell;throws declarations should not be superfluous;Code Smell;1
Class names should comply with a naming convention;Code Smell;Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;1
Class variable fields should not have public accessibility;Code Smell;Cognitive Complexity of methods should not be too high;Code Smell;1
ThreadLocal variables should be cleaned up when no longer used;Code Smell;Utility classes should not have public constructors;Code Smell;1
Fields in a Serializable class should either be transient or serializable;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;1
Catches should be combined;Code Smell;Loggers should be named for their enclosing classes;Code Smell;1
An iteration on a Collection should be performed on the type handled by the Collection;Code Smell;Catches should be combined;Code Smell;1
Constant names should comply with a naming convention;Code Smell;Unused method parameters should be removed;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Methods should not have too many parameters;Code Smell;equals(Object obj) and hashCode() should be overridden in pairs;Code Smell;1
Dead stores should be removed;Code Smell;Generic exceptions should never be thrown;Code Smell;1
String literals should not be duplicated;Code Smell;Try-catch blocks should not be nested;Code Smell;1
Class names should comply with a naming convention;Code Smell;The diamond operator (<>) should be used;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Constant names should comply with a naming convention;Code Smell;1
Local variables should not shadow class fields;Code Smell;throws declarations should not be superfluous;Code Smell;1
Class variable fields should not have public accessibility;Code Smell;Nested blocks of code should not be left empty;Code Smell;1
Source files should not have any duplicated blocks;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
The diamond operator (<>) should be used;Code Smell;write(byte[] int int) should be overridden;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Sections of code should not be commented out;Code Smell;1
Nested blocks of code should not be left empty;Code Smell;String literals should not be duplicated;Code Smell;1
Cyclically-dependent Modularization;Design Smell;Sections of code should not be commented out;Code Smell;1
Loops should not contain more than a single break or continue statement;Code Smell;Ternary operators should not be nested;Code Smell;1
Local variable and method parameter names should comply with a naming convention;Code Smell;Non-primitive fields should not be volatile;Code Smell;1
Two branches in a conditional structure should not have exactly the same implementation;Code Smell;Unused method parameters should be removed;Code Smell;1
Redundant pairs of parentheses should be removed;Code Smell;Unutilized Abstraction;Design Smell;1
Java 8 features should be preferred to Guava;Code Smell;Wide Hierarchy;Design Smell;1
@Override should be used on overriding and implementing methods;Code Smell;Overrides should match their parent class methods in synchronization;Code Smell;1
Dead stores should be removed;Code Smell;URIs should not be hardcoded;Code Smell;1
Classes that override clone should be Cloneable and call super.clone();Code Smell;Insufficient Modularization;Design Smell;1
Boolean expressions should not be gratuitous;Code Smell;Class variable fields should not have public accessibility;Code Smell;1
Deficient Encapsulation;Design Smell;Null pointers should not be dereferenced;Code Smell;1
InterruptedException should not be ignored;Code Smell;Strings should not be concatenated using '+' in a loop;Code Smell;1
Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;Track uses of TODO tags;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Declarations should use Java collection interfaces such as List rather than specific implementation classes such as LinkedList;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;Utility classes should not have public constructors;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;public static fields should be constant;Code Smell;1
Empty arrays and collections should be returned instead of null;Code Smell;Weak SSL protocols should not be used;Code Smell;1
Class names should comply with a naming convention;Code Smell;switch statements should have default clauses;Code Smell;1
Public constants and fields initialized at declaration should be static final rather than merely final;Code Smell;Unused private fields should be removed;Code Smell;1
Deficient Encapsulation;Design Smell;Loggers should be named for their enclosing classes;Code Smell;1
Conditionally executed blocks should be reachable;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
@Override should be used on overriding and implementing methods;Code Smell;String literals should not be duplicated;Code Smell;1
Methods should not be empty;Code Smell;String literals should not be duplicated;Code Smell;1
Broken Hierarchy;Design Smell;Multifaceted Abstraction;Design Smell;1
Cyclically-dependent Modularization;Design Smell;Field names should comply with a naming convention;Code Smell;1
Boolean literals should not be redundant;Code Smell;Conditionally executed blocks should be reachable;Code Smell;1
String literals should not be duplicated;Code Smell;private methods called only by inner classes should be moved to those classes;Code Smell;1
Cyclically-dependent Modularization;Design Smell;Java 8 features should be preferred to Guava;Code Smell;1
Printf-style format strings should be used correctly;Code Smell;Resources should be closed;Code Smell;1
Field names should comply with a naming convention;Code Smell;Ternary operators should not be nested;Code Smell;1
Generic exceptions should never be thrown;Code Smell;InterruptedException should not be ignored;Code Smell;1
@Deprecated code should not be used;Code Smell;Cyclically-dependent Modularization;Design Smell;1
Boolean expressions should not be gratuitous;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Exceptions should be either logged or rethrown but not both;Code Smell;Track uses of TODO tags;Code Smell;1
Catches should be combined;Code Smell;Externalizable classes should have no-arguments constructors;Code Smell;1
Deficient Encapsulation;Design Smell;Strings and Boxed types should be compared using equals();Code Smell;1
Redundant casts should not be used;Code Smell;The diamond operator (<>) should be used;Code Smell;1
Local variables should not be declared and then immediately returned or thrown;Code Smell;switch statements should have at least 3 case clauses;Code Smell;1
Static non-final field names should comply with a naming convention;Code Smell;public static fields should be constant;Code Smell;1
entrySet() should be iterated when both the key and value are needed;Code Smell;switch statements should have default clauses;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;Strings should not be concatenated using '+' in a loop;Code Smell;1
Source files should not have any duplicated blocks;Code Smell;Ternary operators should not be nested;Code Smell;1
Fields in a Serializable class should either be transient or serializable;Code Smell;Overrides should match their parent class methods in synchronization;Code Smell;1
Jump statements should not be redundant;Code Smell;Unused method parameters should be removed;Code Smell;1
Methods should not be empty;Code Smell;Sections of code should not be commented out;Code Smell;1
Field names should comply with a naming convention;Code Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;1
Boolean expressions should not be gratuitous;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;1
Arrays should not be copied using loops;Code Smell;Unused method parameters should be removed;Code Smell;1
Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;String literals should not be duplicated;Code Smell;1
Generic exceptions should never be thrown;Code Smell;notifyAll should be used;Code Smell;1
Anonymous inner classes containing only one method should become lambdas;Code Smell;Maps with keys that are enum values should be replaced with EnumMap;Code Smell;1
Collapsible if statements should be merged;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Public constants and fields initialized at declaration should be static final rather than merely final;Code Smell;Type parameter names should comply with a naming convention;Code Smell;1
Getters and setters should access the expected fields;Code Smell;Insufficient Modularization;Design Smell;1
Multifaceted Abstraction;Design Smell;Unused private fields should be removed;Code Smell;1
Deprecated elements should have both the annotation and the Javadoc tag;Code Smell;Fields in a Serializable class should either be transient or serializable;Code Smell;1
Feature Concentration;Architectural Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Empty arrays and collections should be returned instead of null;Code Smell;Printf-style format strings should be used correctly;Code Smell;1
Java 8 features should be preferred to Guava;Code Smell;Strings and Boxed types should be compared using equals();Code Smell;1
Generic exceptions should never be thrown;Code Smell;Loggers should be named for their enclosing classes;Code Smell;1
Assignments should not be redundant;Code Smell;Cognitive Complexity of methods should not be too high;Code Smell;1
Overrides should match their parent class methods in synchronization;Code Smell;ThreadLocal.withInitial should be preferred;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;Constructors should not be used to instantiate String  BigInteger  BigDecimal and primitive-wrapper classes;Code Smell;1
Printf-style format strings should not lead to unexpected behavior at runtime;Code Smell;The diamond operator (<>) should be used;Code Smell;1
Arrays should not be copied using loops;Code Smell;Null pointers should not be dereferenced;Code Smell;1
InterruptedException should not be ignored;Code Smell;Sections of code should not be commented out;Code Smell;1
Methods should not have too many parameters;Code Smell;StandardCharsets constants should be preferred;Code Smell;1
Generic exceptions should never be thrown;Code Smell;Static non-final field names should comply with a naming convention;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Redundant pairs of parentheses should be removed;Code Smell;1
Resources should be closed;Code Smell;Unused method parameters should be removed;Code Smell;1
Deprecated code should be removed;Code Smell;Fields in a Serializable class should either be transient or serializable;Code Smell;1
Preconditions and logging arguments should not require evaluation;Code Smell;Unused private methods should be removed;Code Smell;1
Externalizable classes should have no-arguments constructors;Code Smell;Feature Concentration;Architectural Smell;1
Collapsible if statements should be merged;Code Smell;Throwable and Error should not be caught;Code Smell;1
Class names should comply with a naming convention;Code Smell;Track uses of TODO tags;Code Smell;1
Fields in a Serializable class should either be transient or serializable;Code Smell;Utility classes should not have public constructors;Code Smell;1
Catches should be combined;Code Smell;Resources should be closed;Code Smell;1
Dead stores should be removed;Code Smell;Deficient Encapsulation;Design Smell;1
@Deprecated code should not be used;Code Smell;Redundant casts should not be used;Code Smell;1
Track uses of TODO tags;Code Smell;switch statements should have default clauses;Code Smell;1
Feature Concentration;Architectural Smell;Throwable.printStackTrace(...) should not be called;Code Smell;1
Jump statements should not be redundant;Code Smell;Methods should not have too many parameters;Code Smell;1
Local variables should not be declared and then immediately returned or thrown;Code Smell;Utility classes should not have public constructors;Code Smell;1
Catches should be combined;Code Smell;switch statements should have default clauses;Code Smell;1
Feature Concentration;Architectural Smell;StandardCharsets constants should be preferred;Code Smell;1
The diamond operator (<>) should be used;Code Smell;Throwable and Error should not be caught;Code Smell;1
Deprecated elements should have both the annotation and the Javadoc tag;Code Smell;Methods should not have too many parameters;Code Smell;1
Empty statements should be removed;Code Smell;Feature Concentration;Architectural Smell;1
Child class fields should not shadow parent class fields;Code Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;1
Classes that override clone should be Cloneable and call super.clone();Code Smell;clone should not be overridden;Code Smell;1
Preconditions and logging arguments should not require evaluation;Code Smell;Wide Hierarchy;Design Smell;1
Map.get and value test should be replaced with single method call;Code Smell;Source files should not have any duplicated blocks;Code Smell;1
Java 8 features should be preferred to Guava;Code Smell;Unused private fields should be removed;Code Smell;1
InterruptedException should not be ignored;Code Smell;Unused private methods should be removed;Code Smell;1
Classes should not be compared by name;Code Smell;Redundant casts should not be used;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Utility classes should not have public constructors;Code Smell;1
Local variables should not be declared and then immediately returned or thrown;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;1
Deficient Encapsulation;Design Smell;static base class members should not be accessed via derived types;Code Smell;1
Collection.isEmpty() should be used to test for emptiness;Code Smell;Local variables should not be declared and then immediately returned or thrown;Code Smell;1
Collection.isEmpty() should be used to test for emptiness;Code Smell;Exceptions should be either logged or rethrown but not both;Code Smell;1
Empty arrays and collections should be returned instead of null;Code Smell;Preconditions and logging arguments should not require evaluation;Code Smell;1
Printf-style format strings should be used correctly;Code Smell;Unused local variables should be removed;Code Smell;1
Changing or bypassing accessibility is security-sensitive;Code Smell;Two branches in a conditional structure should not have exactly the same implementation;Code Smell;1
Collection.isEmpty() should be used to test for emptiness;Code Smell;Map.get and value test should be replaced with single method call;Code Smell;1
An iteration on a Collection should be performed on the type handled by the Collection;Code Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
Track uses of TODO tags;Code Smell;Using regular expressions is security-sensitive;Code Smell;1
Multiple variables should not be declared on the same line;Code Smell;Using regular expressions is security-sensitive;Code Smell;1
Local variable and method parameter names should comply with a naming convention;Code Smell;String literals should not be duplicated;Code Smell;1
String literals should not be duplicated;Code Smell;toString() should never be called on a String object;Code Smell;1
Cognitive Complexity of methods should not be too high;Code Smell;Throwable and Error should not be caught;Code Smell;1
Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;Try-catch blocks should not be nested;Code Smell;1
Ternary operators should not be nested;Code Smell;Unutilized Abstraction;Design Smell;1
Sections of code should not be commented out;Code Smell;ThreadLocal variables should be cleaned up when no longer used;Code Smell;1
Classes should not be compared by name;Code Smell;Map.get and value test should be replaced with single method call;Code Smell;1
Methods should not have too many parameters;Code Smell;Strings and Boxed types should be compared using equals();Code Smell;1
Broken Hierarchy;Design Smell;Track uses of TODO tags;Code Smell;1
Overrides should match their parent class methods in synchronization;Code Smell;Sections of code should not be commented out;Code Smell;1
Null pointers should not be dereferenced;Code Smell;switch statements should have default clauses;Code Smell;1
Boxed Boolean should be avoided in boolean expressions;Code Smell;Collapsible if statements should be merged;Code Smell;1
Unnecessary Abstraction;Design Smell;Unnecessary imports should be removed;Code Smell;1
Class names should comply with a naming convention;Code Smell;Local variable and method parameter names should comply with a naming convention;Code Smell;1
Feature Concentration;Architectural Smell;private methods called only by inner classes should be moved to those classes;Code Smell;1
Methods should not have too many parameters;Code Smell;Short-circuit logic should be used in boolean contexts;Code Smell;1
Boolean literals should not be redundant;Code Smell;Return of boolean expressions should not be wrapped into an if-then-else statement;Code Smell;1
Wide Hierarchy;Design Smell;entrySet() should be iterated when both the key and value are needed;Code Smell;1
String literals should not be duplicated;Code Smell;Strings should not be concatenated using '+' in a loop;Code Smell;1
